genome_name	bgc_NRPS	bgc_RiPP-like	bgc_T1PKS	bgc_T3PKS	bgc_bacteriocin	bgc_betalactone	bgc_other	bgc_terpene	smorf	deeppeptide_Peptide	deeppeptide_Propeptide	batch
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.9	0	0	0	0	0	0	0	1	5	7	12	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.4	0	0	0	0	0	0	2	2	1	11	7	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.5	0	1	0	1	0	1	0	0	15	14	29	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.6	0	0	0	1	0	0	0	0	12	6	12	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.7	0	1	0	0	0	0	0	0	6	7	15	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.9	0	0	0	0	0	0	0	0	13	17	17	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.1	0	0	0	1	0	0	0	0	11	3	10	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.10	0	0	0	0	0	0	0	0	11	29	23	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.3	0	1	0	0	0	0	0	0	14	14	37	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.5	0	1	0	1	0	1	0	0	13	12	32	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.6	0	0	0	0	0	0	1	2	3	15	9	2025-04-21-batch9
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.8	0	0	0	0	0	0	2	2	1	11	9	2025-04-21-batch9
MortensenS_xxxx__WK011-2-G-48h-01D5_S11__bin.1	0	0	0	1	0	0	0	0	13	5	14	2025-04-21-batch9
MortensenS_xxxx__WK011-2-G-48h-01D5_S11__bin.2	0	2	0	0	0	0	0	0	15	14	34	2025-04-21-batch9
MortensenS_xxxx__WK011-2-G-48h-01D5_S11__bin.4	0	0	0	0	0	0	0	0	12	18	18	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.1	0	1	0	0	0	0	0	0	14	12	26	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.3	0	0	0	1	0	0	0	0	12	5	10	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.4	0	1	0	1	0	0	0	0	13	11	23	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.6	0	1	0	0	0	0	3	2	0	28	23	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.7	0	0	0	0	0	0	0	0	2	7	9	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.1	0	2	0	0	0	0	0	0	12	26	32	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.3	0	0	0	1	0	0	0	0	12	5	12	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.5	0	0	0	0	0	0	3	2	1	23	12	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.7	0	0	0	0	0	0	0	0	16	26	27	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.8	0	1	0	0	0	0	1	2	3	12	15	2025-04-21-batch9
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.9	0	1	0	1	0	0	0	0	13	17	35	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.1	0	0	0	1	0	0	2	0	12	23	18	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.3	0	0	0	1	0	0	0	0	15	9	30	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.4	0	0	0	0	0	0	0	0	14	27	22	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.5	0	0	0	0	0	0	0	2	3	12	12	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.1	0	0	0	0	0	0	0	2	2	8	11	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.3	0	0	0	1	0	0	2	0	14	21	17	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.4	0	0	0	1	0	0	0	0	11	14	21	2025-04-21-batch9
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.5	0	1	0	0	0	0	0	0	13	28	42	2025-04-21-batch9
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.2	0	0	0	0	0	0	0	2	3	12	12	2025-04-21-batch9
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.4	0	0	0	0	0	0	0	0	13	13	21	2025-04-21-batch9
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7	0	0	0	1	0	0	2	0	14	25	17	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.1	0	0	0	1	0	0	2	0	14	20	15	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.2	0	0	0	0	0	0	0	0	9	32	19	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.3	0	0	0	1	0	0	0	0	16	11	32	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.4	0	0	0	0	0	0	0	2	2	10	11	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.1	0	0	0	1	0	0	2	0	14	22	17	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.2	0	2	0	0	0	0	0	0	14	13	36	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.4	0	0	0	0	0	0	0	0	12	23	27	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.5	0	0	0	1	0	0	0	0	15	19	29	2025-04-21-batch9
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.6	0	0	0	0	0	0	0	2	2	11	12	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-08h-02B4_S73__bin.1	0	0	0	0	0	0	0	2	2	8	11	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-08h-02B4_S73__bin.4	0	2	0	0	0	0	0	0	11	9	23	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-08h-02B4_S73__bin.9	0	1	0	0	0	0	0	1	3	23	22	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.2	0	0	0	0	0	0	0	2	2	7	11	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.3	0	2	0	0	0	0	0	0	12	14	27	2025-04-21-batch9
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.6	0	0	0	1	0	0	0	0	8	8	17	2025-04-21-batch9
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.1	0	0	0	0	0	0	0	2	2	8	11	2025-04-21-batch9
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.10	0	0	0	1	0	0	0	0	13	10	16	2025-04-21-batch9
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.3	0	1	0	0	0	0	0	0	12	13	30	2025-04-21-batch9
MortensenS_xxxx__WK013-2-G-48h-01D7_S13__bin.9	0	0	0	1	0	0	0	0	11	24	30	2025-04-21-batch9
MortensenS_xxxx__WK013-2-L-08h-02B6_S75__bin.2	0	0	0	0	0	0	0	2	2	7	11	2025-04-21-batch9
MortensenS_xxxx__WK013-2-L-08h-02B6_S75__bin.3	0	1	0	0	0	0	0	0	15	19	32	2025-04-21-batch9
MortensenS_xxxx__WK013-2-L-48h-02B7_S76__bin.2	0	0	0	1	0	0	0	0	12	10	16	2025-04-21-batch9
MortensenS_xxxx__WK013-2-L-48h-02B7_S76__bin.8	0	2	0	0	0	0	0	0	12	14	29	2025-04-21-batch9
MortensenS_xxxx__WK013-2-L-48h-02B7_S76__bin.9	0	0	0	0	0	0	0	2	2	7	11	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.2	0	0	0	1	0	0	0	0	10	9	17	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.3	0	0	0	0	0	0	0	2	0	7	9	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.5	0	1	0	0	0	0	0	0	9	10	20	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.6	0	0	0	0	0	0	0	0	9	8	12	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.1	0	0	0	1	0	0	0	0	10	6	11	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.2	0	1	0	0	0	0	4	1	3	13	8	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.3	0	0	0	0	0	0	0	2	2	9	11	2025-04-21-batch9
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.4	0	1	0	0	0	0	0	0	13	13	36	2025-04-21-batch9
MortensenS_xxxx__WK014-2-G-48h-01D8_S14__bin.1	0	0	0	0	0	0	0	2	2	8	11	2025-04-21-batch9
MortensenS_xxxx__WK014-2-G-48h-01D8_S14__bin.2	0	0	0	0	0	0	0	0	15	15	21	2025-04-21-batch9
MortensenS_xxxx__WK014-2-G-48h-01D8_S14__bin.4	0	1	0	0	0	0	0	0	14	11	35	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.1	0	0	0	0	0	0	0	0	11	22	15	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.2	0	0	0	0	0	0	0	2	2	8	11	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.3	0	1	0	0	0	0	0	0	13	16	28	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin.4	0	1	0	1	0	0	0	0	11	17	17	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.1	0	1	0	0	0	0	3	1	3	13	9	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.2	0	1	0	0	0	0	0	0	11	13	29	2025-04-21-batch9
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.7	0	0	0	0	0	0	0	2	2	11	15	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.5	0	0	0	0	0	0	0	0	3	2	1	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.11	0	0	0	0	0	0	0	1	4	13	6	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.2	0	1	0	0	0	0	0	0	9	26	23	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.3	2	0	1	0	0	0	4	1	6	21	17	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.4	0	0	0	0	0	0	0	0	5	15	23	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.7	0	1	0	0	0	0	0	0	13	13	31	2025-04-21-batch9
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.8	0	0	0	0	0	0	0	1	4	26	20	2025-04-21-batch9
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin.3	0	0	0	1	0	0	0	0	9	6	11	2025-04-21-batch9
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin.6	0	1	0	0	0	0	0	0	13	12	29	2025-04-21-batch9
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin.9	0	0	0	0	0	0	0	1	6	12	9	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin.3	0	1	0	0	0	0	0	0	12	8	15	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin.6	0	0	0	0	0	0	0	1	6	15	10	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.1	0	0	0	0	0	0	0	1	5	19	14	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.11	2	0	0	0	0	0	3	3	6	32	15	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.13	0	0	0	0	0	0	0	1	4	10	7	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.3	0	2	0	0	0	0	0	0	13	12	29	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.4	0	0	0	1	0	0	0	0	7	8	11	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.5	0	0	0	0	0	0	0	0	13	17	25	2025-04-21-batch9
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.6	0	1	0	0	0	0	0	0	4	15	17	2025-04-21-batch9
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.1	0	0	0	0	0	0	0	0	9	9	7	2025-04-21-batch9
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.8	0	0	0	1	0	0	0	0	8	15	10	2025-04-21-batch9
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin.9	0	1	0	0	0	0	0	0	14	15	33	2025-04-21-batch9
MortensenS_xxxx__WK016-1-L-48h-02C8_S86__bin.3	0	0	0	1	0	0	0	0	10	8	17	2025-04-21-batch9
MortensenS_xxxx__WK016-1-L-48h-02C8_S86__bin.6	0	1	0	0	0	0	0	0	15	12	30	2025-04-21-batch9
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.2	0	0	0	1	0	0	0	0	12	6	14	2025-04-21-batch9
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.4	0	0	0	0	0	0	0	1	5	12	9	2025-04-21-batch9
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.5	0	2	0	0	0	0	0	0	18	17	34	2025-04-21-batch9
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin.7	0	0	0	0	0	0	0	0	14	19	19	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.10	0	0	0	1	0	0	0	0	11	6	12	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.3	0	1	0	0	0	0	0	0	11	12	22	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.5	0	0	0	0	0	0	0	0	11	20	29	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.1	0	0	0	1	0	0	0	0	13	11	13	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.2	0	0	0	0	0	0	0	1	5	11	8	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.3	0	1	0	0	0	0	0	0	13	14	32	2025-04-21-batch9
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin.5	0	0	0	0	0	0	0	0	12	16	27	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.1	0	0	0	0	0	0	0	0	6	29	27	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.2	0	0	0	0	0	0	0	2	2	11	12	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.4	0	1	0	1	0	0	0	0	12	20	22	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.6	0	0	0	1	0	0	0	0	20	21	29	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.1	0	2	0	0	0	0	0	0	14	30	48	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.2	0	0	0	1	0	0	0	0	16	21	23	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.3	0	0	0	0	0	0	0	0	7	22	12	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.4	0	0	0	1	0	0	0	0	13	21	29	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.5	0	0	0	0	0	0	0	1	1	10	13	2025-04-21-batch9
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.6	0	0	0	0	0	0	0	2	1	11	13	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.1	0	0	0	0	0	0	0	2	2	12	11	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.2	0	1	0	1	0	0	0	0	14	29	33	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.4	0	0	0	1	0	0	0	0	13	12	18	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.5	0	0	0	0	0	0	0	1	1	9	13	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.6	0	0	0	0	0	0	0	0	8	18	9	2025-04-21-batch9
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.8	0	0	0	1	0	0	0	0	16	30	28	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.2	0	0	0	0	0	0	0	0	9	17	8	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.3	0	0	0	1	0	0	0	0	11	15	24	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.4	0	0	0	1	0	0	0	0	17	13	24	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.5	0	0	0	0	0	0	0	2	2	12	11	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.7	0	0	0	0	0	0	0	1	1	10	12	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.1	0	0	0	0	0	0	0	0	8	12	10	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.2	0	0	0	0	0	0	0	1	1	11	14	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.3	0	1	0	0	0	0	0	0	13	29	47	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.4	0	0	0	0	0	0	0	2	0	11	12	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.5	0	0	0	1	0	0	0	0	14	15	20	2025-04-21-batch9
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.8	0	0	0	1	0	0	0	0	17	21	34	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.12	0	0	0	0	0	0	0	0	10	7	17	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.14	0	0	0	0	0	0	1	2	2	14	14	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.15	0	0	0	0	0	0	0	0	8	14	7	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.2	0	0	0	0	0	0	0	1	1	13	14	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.5	0	0	0	1	0	0	0	0	11	17	24	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.7	0	1	0	0	0	0	0	0	16	26	44	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.8	0	1	0	0	0	0	3	1	4	26	15	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.1	0	1	0	0	0	0	2	2	4	21	20	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.11	0	1	0	0	0	0	3	1	5	23	13	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.2	0	0	0	0	0	0	0	1	1	13	14	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.4	0	0	0	1	0	0	0	0	13	17	19	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.5	0	2	0	0	0	0	0	0	14	22	39	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.6	0	0	0	0	0	0	0	0	8	11	5	2025-04-21-batch9
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.7	0	0	0	1	0	0	0	0	17	17	26	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.1	0	1	0	1	0	0	0	0	14	35	37	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.2	0	0	0	0	0	0	0	2	0	13	17	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.3	0	0	0	0	0	0	0	0	9	12	10	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.4	0	0	0	1	0	0	0	0	13	11	15	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.5	0	0	0	0	0	0	0	1	1	11	13	2025-04-21-batch9
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.7	0	0	0	1	0	0	0	0	15	14	28	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.1	0	1	0	0	0	0	0	0	12	16	36	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.5	0	0	0	0	0	0	0	0	8	13	8	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.6	0	0	0	1	0	0	0	0	16	15	25	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.8	0	0	0	1	0	0	0	0	13	11	22	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.9	0	0	0	0	0	0	0	1	1	14	15	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.1	0	1	0	0	0	0	0	0	13	30	45	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.11	0	0	0	1	0	0	0	0	13	13	18	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.2	0	0	0	0	0	0	0	0	8	16	9	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.4	0	1	0	0	0	0	4	2	2	28	23	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.5	0	0	0	0	0	0	0	1	1	10	15	2025-04-21-batch9
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.9	0	0	0	1	0	0	0	0	12	7	14	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin.2	0	1	0	0	0	0	0	0	14	19	24	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin.3	0	1	0	1	0	0	0	0	13	26	31	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin.4	0	0	0	0	0	0	0	1	1	10	13	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-L-00h-05D5_S84__bin.7	0	0	0	0	0	0	0	0	1	8	8	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-L-02h-05D9_S88__bin.2	0	0	0	0	0	0	0	1	1	10	13	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-L-04h-05E4_S92__bin.3	0	0	0	0	0	0	0	1	1	12	13	2025-04-21-batch9
MortensenS_xxxx__WK018T-1-L-08h-05E8_S96__bin.2	0	2	0	0	0	0	0	0	11	27	49	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-08h-05E8_S96__bin.3	0	0	0	0	0	0	0	1	0	10	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-16h-05F3_S100__bin.1	0	0	0	0	0	0	0	1	1	10	14	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-16h-05F3_S100__bin.2	0	0	0	1	0	0	1	0	12	27	29	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-16h-05F3_S100__bin.4	0	1	0	0	0	0	0	0	0	27	38	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-48h-05G2_S108__bin.1	0	3	0	0	0	0	0	0	11	25	41	2025-04-22-batch10
MortensenS_xxxx__WK018T-1-L-48h-05G2_S108__bin.4	0	0	0	0	0	0	0	1	1	12	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-G-00h-05I8_S132__bin.1	0	0	0	0	0	0	0	1	0	9	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-G-00h-05I8_S132__bin.5	0	1	0	1	0	0	0	0	14	30	30	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-00h-05D6_S85__bin.1	0	0	0	0	0	0	0	1	0	9	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-02h-05E1_S89__bin.4	0	0	0	0	0	0	0	1	1	10	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-04h-05E5_S93__bin.1	0	2	0	0	0	0	0	0	18	34	52	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-04h-05E5_S93__bin.3	0	0	0	0	0	0	0	1	1	11	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-08h-05E9_S97__bin.2	0	0	0	0	0	0	0	1	1	11	13	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-08h-05E9_S97__bin.3	0	1	0	0	0	0	0	0	11	24	45	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-16h-05F4_S101__bin.4	0	0	0	1	0	0	1	0	13	16	23	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-16h-05F4_S101__bin.5	0	1	0	0	0	0	0	0	13	23	33	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-16h-05F4_S101__bin.6	0	0	0	0	0	0	0	1	1	12	15	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-16h-05F4_S101__bin.8	0	1	0	1	0	0	0	0	8	18	25	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-48h-05G3_S109__bin.5	0	2	0	0	0	0	0	0	13	35	34	2025-04-22-batch10
MortensenS_xxxx__WK018T-2-L-48h-05G3_S109__bin.6	0	0	0	0	0	0	0	1	1	11	13	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin.1	0	0	0	1	0	0	0	0	13	13	18	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin.4	0	0	0	1	0	0	0	0	11	13	16	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin.5	0	0	0	0	0	0	0	0	7	10	9	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin.6	0	0	0	0	0	0	0	1	0	12	16	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-48h-02E2_S98__bin.1	0	0	0	1	0	0	0	0	14	14	31	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-48h-02E2_S98__bin.2	0	0	0	0	0	0	0	1	2	5	8	2025-04-22-batch10
MortensenS_xxxx__WK019-1-L-48h-02E2_S98__bin.3	0	0	0	0	0	0	0	0	8	15	8	2025-04-22-batch10
